FID	X	site_id	county	date	year	site_nm	trnsct_	mdw_wd_	emrgn__	sbmrg__	pont_nm	gps_lon	gps_lat	wtr_dp_	bttm_vs	sbstrt_	org_dp_	unvgtt_	ttl_cv_	stndn__	dtrts_p	variabl	Hydrc__	Phrgmt_	Phr____	Typh_ng	Typh_gl	Typ____	Typh_lt	Typh_s_	typh_cm	hyd_bin	typh_bn	UTM	NEAR_FID	NEAR_DIST	area	perimeter	glcwc_cwi_	glcwc_cwi1	other	usgs_quad	lk_basin	wetland_na	hgm_cls1	hgm_cls2	comments	x_centroid	y_centroid	hectares	nwi	wwi	owi	hwi	lowi	h_num	ditch_cons	dykes	dams	dredging	jetty	road_const	filled	marina	waste_sewa	geo_id	country	human_mod	MeanFetch	SD_Fetch	MeanREI	SD_REI
1429	1671	1519	Delta	8/2/2016	2016	Garden Bay Wetland	3	48	108	0	5	-86.557599	45.774333	51	NV	Sand	19	70	30	2	60	percent_cover	0	0	0	0	5	0	0	0	5	0	1	16N	229	1609.0749	276649.4724	3077.924566	6533	6534	 	Garden	LKM	Garden Bay Wetland	RRO	LPP	wetland is contiguous; residential development exists	534439.8001	5068785.906	27.66	T	F	F	T	F	332	F	F	F	T	F	T	T	T	F	1519	USA	1	1320.513428	224.8074646	7377.586426	1236.021118
1430	1672	1519	Delta	8/2/2016	2016	Garden Bay Wetland	3	48	108	0	6	-86.557819	45.774302	53	NV	Sand	15	40	60	10	70	percent_cover	0	0	5	0	7	0	0	0	7	0	1	16N	229	1591.688477	276649.4724	3077.924566	6533	6534	 	Garden	LKM	Garden Bay Wetland	RRO	LPP	wetland is contiguous; residential development exists	534439.8001	5068785.906	27.66	T	F	F	T	F	332	F	F	F	T	F	T	T	T	F	1519	USA	1	1320.513428	224.8074646	7377.586426	1236.021118
1431	1673	1519	Delta	8/2/2016	2016	Garden Bay Wetland	3	48	108	0	7	-86.557999	45.774298	58	NV	Sand	19	50	50	5	30	percent_cover	0	0	10	0	3	0	0	0	3	0	1	16N	229	1578.130578	276649.4724	3077.924566	6533	6534	 	Garden	LKM	Garden Bay Wetland	RRO	LPP	wetland is contiguous; residential development exists	534439.8001	5068785.906	27.66	T	F	F	T	F	332	F	F	F	T	F	T	T	T	F	1519	USA	1	1422.547485	230.8020477	8000.316895	1291.275269
1432	1674	1519	Delta	8/2/2016	2016	Garden Bay Wetland	3	48	108	0	8	-86.558194	45.774287	82	NV	Sand	21	70	30	5	20	percent_cover	0	0	0	20	0	0	0	0	0	0	0	16N	229	1563.241667	276649.4724	3077.924566	6533	6534	 	Garden	LKM	Garden Bay Wetland	RRO	LPP	wetland is contiguous; residential development exists	534439.8001	5068785.906	27.66	T	F	F	T	F	332	F	F	F	T	F	T	T	T	F	1519	USA	1	1422.547485	230.8020477	8000.316895	1291.275269
1433	1675	1525	Delta	6/25/2013	2013	Portage Bay Wetland #2	2	11	145	35	1	-86.531121	45.747934	0	Dry	Sand	0	6	45	0	75	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	271	2165.170755	3726952.306	12628.51658	6481	6481	MNFI	Devils Corner/Garden	LKM	Portage Bay Wetland #2	BL	BSR	 	536904.9121	5066532.632	372.7	F	F	F	T	F	339	F	F	F	F	F	T	F	F	F	1525	USA	1	8914.238281	947.7617188	37776.16406	5672.124512
1434	1676	1525	Delta	6/25/2013	2013	Portage Bay Wetland #2	2	11	145	35	2	-86.531136	45.747914	0	Dry	Sand	0	15	25	4	75	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	271	2162.853551	3726952.306	12628.51658	6481	6481	MNFI	Devils Corner/Garden	LKM	Portage Bay Wetland #2	BL	BSR	 	536904.9121	5066532.632	372.7	F	F	F	T	F	339	F	F	F	F	F	T	F	F	F	1525	USA	1	8914.238281	947.7617188	37776.16406	5672.124512
1435	1677	1525	Delta	6/25/2013	2013	Portage Bay Wetland #2	2	11	145	35	3	-86.531117	45.747896	0	Dry	Sand	0	12	40	3	85	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	271	2160.993594	3726952.306	12628.51658	6481	6481	MNFI	Devils Corner/Garden	LKM	Portage Bay Wetland #2	BL	BSR	 	536904.9121	5066532.632	372.7	F	F	F	T	F	339	F	F	F	F	F	T	F	F	F	1525	USA	1	8914.238281	947.7617188	37776.16406	5672.124512
1436	1678	1525	Delta	6/25/2013	2013	Portage Bay Wetland #2	2	11	145	35	4	-86.531105	45.747896	0	Dry	Sand	0	8	35	10	80	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	271	2161.077472	3726952.306	12628.51658	6481	6481	MNFI	Devils Corner/Garden	LKM	Portage Bay Wetland #2	BL	BSR	 	536904.9121	5066532.632	372.7	F	F	F	T	F	339	F	F	F	F	F	T	F	F	F	1525	USA	1	8914.238281	947.7617188	37776.16406	5672.124512
1437	1681	1546	Mackinac	9/6/2017	2017	Benchmark: Hughes Point Area Wetland	1	25	11	25	5	-85.82591	45.975961	0	Dry	Sand	22	95	5	0	100	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	12	8971.57825	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1438	1682	1546	Mackinac	9/6/2017	2017	Benchmark: Hughes Point Area Wetland	1	25	11	25	6	-85.825788	45.975975	1	V	Sand	5	95	5	1	30	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	12	8979.674655	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1439	1683	1546	Mackinac	9/6/2017	2017	Benchmark: Hughes Point Area Wetland	1	25	11	25	7	-85.825856	45.975924	0	Dry	Sand	13	79	21	1	27	percent_cover	0	0	3	0	0	0	0	0	0	0	0	16N	12	8971.97222	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1440	1684	1546	Mackinac	9/6/2017	2017	Benchmark: Hughes Point Area Wetland	1	25	11	25	8	-85.825868	45.975868	0	Dry	Sand	16	82	18	1	27	percent_cover	0	0	1	0	0	0	1	0	0	0	0	16N	12	8967.14453	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	12903.58594	2976.114258	62771.01953	22213.35547
1441	1685	1546	Mackinac	9/6/2017	2017	Benchmark: Hughes Point Area Wetland	1	25	11	25	9	-85.825913	45.97583	0	Dry	Sand	15	94	6	1	40	percent_cover	0	0	0	0	0	0	1	0	0	0	0	16N	12	8961.734046	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	12903.58594	2976.114258	62771.01953	22213.35547
1442	1686	1546	Mackinac	9/6/2017	2017	Benchmark: Hughes Point Area Wetland	2	91	87	35	3	-85.832601	45.972048	15	NV	Cly/Slt	9	33	67	2	95	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	12	8295.293619	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	6752.56543	1047.297119	29673.22656	7624.814453
1443	1687	1546	Mackinac	9/6/2018	2018	Benchmark: Hughes Point Area Wetland	1	9	11	15	3	-85.825886	45.976043	0	Dry	Sand	20	10	90	0.5	30	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	12	8979.02633	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1444	1688	1546	Mackinac	9/6/2018	2018	Benchmark: Hughes Point Area Wetland	1	9	11	15	4	-85.825957	45.975952	0	Dry	Sand	20	15	85	0.5	40	percent_cover	0	0	3	0	0	0	0	0	0	0	0	16N	12	8968.193446	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1445	1689	1546	Mackinac	9/6/2018	2018	Benchmark: Hughes Point Area Wetland	1	9	11	15	5	-85.825991	45.975938	0	Dry	Sand	10	66	34	0	95	percent_cover	0	0	3	0	0	0	0	0	0	0	0	16N	12	8965.19164	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1446	1690	1546	Mackinac	9/6/2018	2018	Benchmark: Hughes Point Area Wetland	1	9	11	15	7	-85.825814	45.975964	1	NV	Sand	10	80	20	0	95	percent_cover	0	0	0	0	0	0	7	0	0	0	0	16N	12	8977.357099	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1447	1691	1546	Mackinac	9/6/2018	2018	Benchmark: Hughes Point Area Wetland	1	9	11	15	10	-85.825745	45.975922	18	V	Sand	2	98	2	3	80	percent_cover	0	0	0.5	0	0	0	0	0	0	0	0	16N	12	8978.254388	164590.635	3192.354532	7158	7159	 	Hughes Point	LKM	Hughes Point Area Wetland	LOS	 	wetland contains small pond; point represents portion of wetland not recognized by NWI	590648.8422	5091742.771	16.46	T	F	F	T	F	364	F	F	F	F	F	F	F	F	F	1546	USA	0	13263.81152	3125.802002	64657.38281	23403.76367
1448	1692	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	2	-85.447464	46.089901	1	NV	Sand	5	20	80	6	8	percent_cover	0	0	0	0	0	4	0	0	4	0	1	16N	96	371.125609	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3444.862549	395.155365	14358.54102	2303.4375
1449	1693	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	4	-85.44735	46.089978	0	NV	Sand	5	30	70	15	5	percent_cover	0	0	0	5	0	0	0	0	0	0	0	16N	96	372.3130088	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3444.862549	395.155365	14358.54102	2303.4375
1450	1694	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	5	-85.447325	46.090008	2	Dry	Sand	5	30	70	15	3	percent_cover	0	0	0	0	0	4	0	0	4	0	1	16N	96	373.7881339	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3620.07251	407.8221741	15037.83887	2359.255859
1451	1695	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	6	-85.447287	46.090051	10	NV	Sand	5	30	70	10	5	percent_cover	0	0	0	10	0	3	0	0	3	0	1	16N	96	375.8620349	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3620.07251	407.8221741	15037.83887	2359.255859
1452	1696	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	7	-85.447251	46.090084	12	NV	Sand	5	40	60	20	6	percent_cover	0	0	0	10	0	6	0	0	6	0	1	16N	96	377.1941001	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3620.07251	407.8221741	15037.83887	2359.255859
1453	1697	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	8	-85.447205	46.090136	15	NV	Sand	5	60	40	50	10	percent_cover	0	0	0	1	0	7	0	0	7	0	1	16N	96	379.868633	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3620.07251	407.8221741	15037.83887	2359.255859
1454	1698	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	9	-85.447178	46.090181	14	NV	Sand	5	60	40	30	20	percent_cover	0	0	0	10	0	0	0	0	0	0	0	16N	96	382.8184408	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3620.07251	407.8221741	15037.83887	2359.255859
1455	1699	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	1	26	25	0	10	-85.447137	46.090247	16	NV	Sand	5	70	30	40	10	percent_cover	0	0	0	6	0	0	0	0	0	0	0	16N	96	387.1823656	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3620.07251	407.8221741	15037.83887	2359.255859
1456	1700	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	2	30	30	0	3	-85.447649	46.08928	3	NV	Sand	15	20	80	10	5	percent_cover	0	0	0	5	0	0	0	0	0	0	0	16N	96	331.6067895	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	2991.576416	366.1754456	12627.76172	2185.18335
1457	1701	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	2	30	30	0	5	-85.447605	46.089358	1	NV	Sand	20	80	20	10	5	percent_cover	0	0	0	2	0	0	0	0	0	0	0	16N	96	334.8273893	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	2991.576416	366.1754456	12627.76172	2185.18335
1458	1702	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	2	30	30	0	7	-85.447468	46.089458	10	NV	Sand	15	40	60	14	3	percent_cover	0	0	0	0	0	5	0	0	5	0	1	16N	96	334.8539784	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	2991.576416	366.1754456	12627.76172	2185.18335
1459	1703	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	2	30	30	0	8	-85.447449	46.089492	13	NV	Sand	20	60	40	25	20	percent_cover	0	0	0	5	0	0	0	0	0	0	0	16N	96	336.5099726	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3062.993408	370.8959961	12891.3418	2206.27417
1460	1704	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	2	30	30	0	9	-85.447411	46.089532	18	NV	Sand	20	30	70	25	10	percent_cover	0	0	0	9	0	4	0	0	4	0	1	16N	96	337.6769113	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3062.993408	370.8959961	12891.3418	2206.27417
1461	1705	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	2	30	30	0	10	-85.447357	46.089574	16	NV	Sand	20	60	40	30	10	percent_cover	0	0	0	10	0	0	0	0	0	0	0	16N	96	338.2521235	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	3062.993408	370.8959961	12891.3418	2206.27417
1462	1706	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	3	30	30	0	3	-85.447545	46.088449	0	Dry	Sand	5	80	20	5	2	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	82	260.8662777	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	1564.991699	197.0548096	6849.707031	1254.241577
1463	1707	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	3	30	30	0	4	-85.447537	46.088465	0	Dry	Sand	10	70	30	15	5	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	82	261.5187891	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	1564.991699	197.0548096	6849.707031	1254.241577
1464	1708	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	3	30	30	0	5	-85.447543	46.088528	5	V	Sand	5	20	80	15	5	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	82	266.3926046	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	1564.991699	197.0548096	6849.707031	1254.241577
1465	1709	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	3	30	30	0	6	-85.447536	46.088564	7	NV	Sand	10	70	30	5	0	percent_cover	0	0	0	3	0	0	0	0	0	0	0	16N	82	268.6154261	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	1564.991699	197.0548096	6849.707031	1254.241577
1466	1710	1563	Mackinac	7/5/2014	2014	Millecoquins Point Wetland	3	30	30	0	10	-85.44753	46.088759	10	NV	Sand	5	70	30	5	4	percent_cover	0	0	0	5	0	0	0	0	0	0	0	16N	82	283.1031023	178196.007	1950.264963	7427	7428	 	Naubinway	LKM	Millecoquins Point Wetland	LOE	 	wetland contains some  upland; residential development exists	619922.2931	5104956.394	17.82	T	F	F	T	F	381	F	F	F	F	F	T	F	F	F	1563	USA	1	2207.021973	281.9810791	9530.787109	1783.692993
1467	1713	1578	Mackinac	6/26/2018	2018	Hog Island Point Wetland #2	3	16	50	25	3	-85.282799	46.073108	31	NV	Sand	31	35	65	3	80	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	96	12597.60478	26735.37426	1157.571742	7366	7367	 	Hog Island	LKM	Little Hog Island Area Wetland	LPS	 	residential development exists	632891.0352	5103445.154	2.67	T	F	F	F	F	 	F	F	F	F	F	T	F	F	F	1785	USA	1	21894.70703	2025.21521	125920.4141	13338.19141
1468	1714	1585	Mackinac	6/24/2013	2013	Point Epoufette Wetland	1	100	25	221	10	-85.196944	46.050288	3	V	Pbl/Cbl	0.5	80	20	1	20	percent_cover	0	0	0	1	0	0	0	0	0	0	0	16N	156	14458.36983	51575.54057	2272.302362	7293	7294	 	Epoufette	LKM	Point Epoufette Wetland	LOE	 	 	639702.4106	5101183.139	5.16	T	F	F	T	F	402	F	F	F	F	F	F	F	F	F	1585	USA	0	14746.00293	1504.551636	79511.42969	7272.710938
1469	1715	1585	Mackinac	6/24/2013	2013	Point Epoufette Wetland	2	270	50	140	1	-85.192234	46.051471	0	Dry	Sand	12	0	100	3	95	percent_cover	0	0	2	0	0	0	0	0	0	0	0	16N	156	14137.64579	51575.54057	2272.302362	7293	7294	 	Epoufette	LKM	Point Epoufette Wetland	LOE	 	 	639702.4106	5101183.139	5.16	T	F	F	T	F	402	F	F	F	F	F	F	F	F	F	1585	USA	0	5990.908691	1539.160278	31316.16992	9051.523438
1470	1716	1585	Mackinac	6/24/2013	2013	Point Epoufette Wetland	2	270	50	140	5	-85.193899	46.050026	0	Dry	Sand	2	15	30	10	90	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	156	14222.65749	51575.54057	2272.302362	7293	7294	 	Epoufette	LKM	Point Epoufette Wetland	LOE	 	 	639702.4106	5101183.139	5.16	T	F	F	T	F	402	F	F	F	F	F	F	F	F	F	1585	USA	0	8298.008789	1997.590942	41422.41797	10600.81152
1471	1717	1585	Mackinac	7/17/2018	2018	Point Epoufette Wetland	2	242	55	40	5	-85.193503	46.050286	50	V	Sand	7	83.5	16.5	0	22	percent_cover	0	0	2	0	0	0	0	0	0	0	0	16N	156	14199.94263	51575.54057	2272.302362	7293	7294	 	Epoufette	LKM	Point Epoufette Wetland	LOE	 	 	639702.4106	5101183.139	5.16	T	F	F	T	F	402	F	F	F	F	F	F	F	F	F	1585	USA	0	9385.000977	2315.686035	48025.13672	12988.51855
1472	1718	1585	Mackinac	7/17/2018	2018	Point Epoufette Wetland	2	242	55	40	12	-85.194387	46.049507	95	V	Sand	60	91.5	8.5	0	2.5	percent_cover	0	0	1.5	0	0	0	0	0	0	0	0	16N	156	14245.5241	51575.54057	2272.302362	7293	7294	 	Epoufette	LKM	Point Epoufette Wetland	LOE	 	 	639702.4106	5101183.139	5.16	T	F	F	T	F	402	F	F	F	F	F	F	F	F	F	1585	USA	0	7912.085938	1886.80896	39535.27344	10062.28125
1473	1719	1586	Mackinac	7/29/2011	2011	Epoufette Bay Wetland #1	1	87	168	75	4	-85.192368	46.055535	0	Dry	Sand	15	0	100	12	75	percent_cover	0	2	0	0	0	0	0	0	0	0	0	16N	156	14269.13101	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	221.7982788	24.6707859	1073.914185	157.2902222
1474	1720	1586	Mackinac	7/29/2011	2011	Epoufette Bay Wetland #1	1	87	168	75	8	-85.190989	46.055633	0	Dry	Sand	1	0	40	6	75	percent_cover	0	1	0	0	0	0	0	0	0	0	0	16N	156	14169.96146	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	289.1395569	23.45472336	1455.399658	153.6145782
1475	1721	1586	Mackinac	7/18/2012	2012	Epoufette Bay Wetland #1	1	124	197	35	5	-85.192146	46.05548	0	Dry	Sand	0	2	93	1	5	percent_cover	0	0.5	0	0	0	0	0	0	0	0	0	16N	156	14250.9259	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	221.7982788	24.6707859	1073.914185	157.2902222
1476	1722	1586	Mackinac	8/4/2012	2012	Epoufette Bay Wetland #1	2	67	65	40	8	-85.1883	46.059014	0	Dry	Sand	0	0	45	3	100	percent_cover	0	1	0	0	0	0	0	0	0	0	0	16N	156	14084.48577	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	2444.704102	222.4777985	10040.96094	1120.983887
1477	1723	1586	Mackinac	7/21/2016	2016	Epoufette Bay Wetland #1	1	94	181	25	1	-85.192573	46.054954	0	Dry	Sand	40	55	45	2	60	percent_cover	0	0	1	0	0	0	0	0	0	0	0	16N	156	14266.18425	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	213.9242706	21.22437859	1057.390259	136.1220856
1478	1724	1586	Mackinac	7/21/2016	2016	Epoufette Bay Wetland #1	1	94	181	25	5	-85.191783	46.055118	25	V	Sand	20	54	46	1	20	percent_cover	0	0	5	0	0	0	0	0	0	0	0	16N	156	14212.61789	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	213.9242706	21.22437859	1057.390259	136.1220856
1479	1725	1586	Mackinac	9/8/2017	2017	Epoufette Bay Wetland #1	2	125	16	25	1	-85.189437	46.059484	1	V	Cly/Slt	32	18	82	7	100	percent_cover	0	0	0	0	0	0	1	0	0	0	0	16N	156	14184.44131	164150.3719	3593.903356	7315	7316	 	Epoufette	LKM	Epoufette Bay Wetland #1	LPP	 	wetland is contiguous; residential development exists	640015.4046	5101908.501	16.42	T	F	F	T	F	403	F	F	F	F	F	T	F	F	F	1586	USA	1	1687.641968	145.5980988	6843.706543	771.1593018
