"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
"2753",2752,7062,1,"7/23/2012","CMU",2012,9,"Excellent",0,"Dry","Cly/Slt",0,10,85,1,75,"percent_cover",0,0,0,0,25,0,0,25,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,120,400,4,25,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,347.699154115,110.361915588,42.0335007,772.0369873,78.134903,803779.238710532,4647652.32597974,0,0.25,0
"2754",2753,7062,2,"7/23/2012","CMU",2012,1,"Excellent",0,"Dry","Cly/Slt",3,0,95,0,100,"percent_cover",0,95,0,0,0,0,0,0,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,550.503596438,77.2509384155,29.5776997,547.3779907,55.7781982,803378.868445413,4647159.48663787,0,0,0
"2755",2754,7062,2,"7/23/2012","CMU",2012,2,"Excellent",0,"Dry","Cly/Slt",3,0,95,0,100,"percent_cover",0,95,0,0,0,0,0,0,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,545.63289268,77.2509384155,29.5776997,547.3779907,55.7781982,803384.025083343,4647159.37313531,0,0,0
"2756",2755,7062,2,"7/23/2012","CMU",2012,3,"Excellent",0,"Dry","Cly/Slt",3,2,65,5,98,"percent_cover",0,65,0,0,0.5,0,0,0.5,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,538.954811471,77.2509384155,29.5776997,547.3779907,55.7781982,803392.523265726,4647154.95219371,0,0.005,0
"2757",2756,7062,2,"7/23/2012","CMU",2012,4,"Excellent",0,"Dry","Cly/Slt",2,5,85,5,90,"percent_cover",0,80,0,0,4,0,0,4,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,528.305041482,77.2509384155,29.5776997,547.3779907,55.7781982,803404.303492913,4647153.4528216,0,0.04,0
"2758",2757,7062,2,"7/23/2012","CMU",2012,6,"Excellent",0,"Dry","Cly/Slt",1,1,99,7,99,"percent_cover",0,2,0,0,10,0,0,10,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,509.0127014,97.1827850342,36.4063988,696.0609741,101.5970001,803428.11540906,4647144.56838837,0,0.1,0
"2759",2758,7062,2,"7/23/2012","CMU",2012,7,"Excellent",0,"Dry","Cly/Slt",0,1,25,4,99,"percent_cover",0,6,0,4,2,0,0,6,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,507.242561723,97.1827850342,36.4063988,696.0609741,101.5970001,803430.961620639,4647142.13112662,0,0.06,0
"2760",2759,7062,2,"7/23/2012","CMU",2012,8,"Excellent",0,"Dry","Cly/Slt",0,0,50,15,100,"percent_cover",0,10,0,40,0,0,0,40,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,502.429864874,97.1827850342,36.4063988,696.0609741,101.5970001,803437.31987747,4647139.17637813,0,0.4,0
"2761",2760,7062,2,"7/23/2012","CMU",2012,9,"Excellent",0,"Dry","Cly/Slt",0,0,95,35,99,"percent_cover",0,20,0,50,0,0,0,50,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,116,58,42,1,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,493.26869735,97.1827850342,36.4063988,696.0609741,101.5970001,803448.872756037,4647135.2197639,0,0.5,0
"2762",2761,7062,3,"7/23/2012","CMU",2012,1,"Excellent",0,"Dry","Cly/Slt",0,0,7,15,100,"percent_cover",0,0,0,0.5,0,0,0,0.5,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,592.951371117,97.1827850342,36.4063988,696.0609741,101.5970001,803409.589181268,4646998.58990323,0,0.005,0
"2763",2762,7062,3,"7/23/2012","CMU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,0,10,60,100,"percent_cover",0,0,0,6,0,0,0,6,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,594.285923651,97.1827850342,36.4063988,696.0609741,101.5970001,803409.255103723,4646996.68430744,0,0.06,0
"2764",2763,7062,3,"7/23/2012","CMU",2012,6,"Excellent",0,"Dry","Cly/Slt",0,1,75,50,99,"percent_cover",0,0,0,75,0,0,0,75,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,622.192661453,97.1827850342,36.4063988,696.0609741,101.5970001,803394.755056171,4646968.47384836,0,0.75,0
"2765",2764,7062,3,"7/23/2012","CMU",2012,7,"Excellent",0,"Dry","Cly/Slt",0,3,80,60,90,"percent_cover",0,2,0,90,0,0,0,90,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,638.654805114,97.1827850342,36.4063988,696.0609741,101.5970001,803387.556068323,4646950.25440194,0,0.9,0
"2766",2765,7062,3,"7/23/2012","CMU",2012,8,"Excellent",0,"Dry","Cly/Slt",0,1,95,20,80,"percent_cover",0,0,0,80,0,0,0,80,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,659.052106489,97.1827850342,36.4063988,696.0609741,101.5970001,803378.966068697,4646927.63663532,0,0.8,0
"2767",2766,7062,3,"7/23/2012","CMU",2012,9,"Excellent",0,"Dry","Cly/Slt",0,80,90,10,5,"percent_cover",0,0,0,75,0,0,0,75,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,684.195172322,97.1827850342,36.4063988,696.0609741,101.5970001,803365.169440556,4646904.35149977,0,0.75,0
"2768",2767,7062,3,"7/23/2012","CMU",2012,10,"Excellent",0,"Dry","Cly/Slt",0,2,98,0,7,"percent_cover",3,0,0,0,0,0,0,0,"Monroe Dikes A","Monroe","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,215,14,127,29,"T3: submergent vegetation across entire inlet; past end point is 50 meters to Nuphar advena dominant zone (for ca. 100 meters) then break in submergent water (for ca. 200 meters) with probably a Najas flexilis dominated zone, then Nuphar advena dominant",45,706.687310325,97.1827850342,36.4063988,696.0609741,101.5970001,803353.453410124,4646882.93532423,0.03,0,1
"2769",2768,7062,3,"8/20/2014","CMU",2014,6,"Excellent",0,"Dry","Cly/Slt",30,5,95,2,90,"percent_cover",0,0,0,0,65,0,0,65,"Monroe Dikes A","Monroe","D. Albert","E. Tuttle",1,0,165,6,33,69,"All transects: GPS seems to be inaccurate, perhaps due to thunderstorms and heavy rains throughout day - 4 m error on a pair of accidental points on same plot. Short distance between submergent points (3m) due to unstable clay substrate and/or dredging.",45,1289.17981549,77.2509384155,29.5776997,547.3779907,55.7781982,802759.1078347,4646731.86155545,0,0.65,0
"2770",2769,7062,3,"8/20/2014","CMU",2014,7,"Excellent",0,"Dry","Cly/Slt",35,10,90,5,10,"percent_cover",0,0,0,0,70,0,0,70,"Monroe Dikes A","Monroe","D. Albert","E. Tuttle",1,0,165,6,33,69,"All transects: GPS seems to be inaccurate, perhaps due to thunderstorms and heavy rains throughout day - 4 m error on a pair of accidental points on same plot. Short distance between submergent points (3m) due to unstable clay substrate and/or dredging.",45,1286.29171643,77.2509384155,29.5776997,547.3779907,55.7781982,802765.150761396,4646726.5564416,0,0.7,0
"2771",2770,7062,3,"8/20/2014","CMU",2014,8,"Excellent",0,"Dry","Cly/Slt",40,40,60,20,5,"percent_cover",0,0,0,0,25,0,0,25,"Monroe Dikes A","Monroe","D. Albert","E. Tuttle",1,0,165,6,33,69,"All transects: GPS seems to be inaccurate, perhaps due to thunderstorms and heavy rains throughout day - 4 m error on a pair of accidental points on same plot. Short distance between submergent points (3m) due to unstable clay substrate and/or dredging.",45,1286.43904036,77.2509384155,29.5776997,547.3779907,55.7781982,802767.063038766,4646722.63282316,0,0.25,0
"2772",2771,7062,3,"8/20/2014","CMU",2014,9,"Excellent",0,"Dry","Cly/Slt",40,10,90,15,5,"percent_cover",0,0,0,0,60,0,0,60,"Monroe Dikes A","Monroe","D. Albert","E. Tuttle",1,0,165,6,33,69,"All transects: GPS seems to be inaccurate, perhaps due to thunderstorms and heavy rains throughout day - 4 m error on a pair of accidental points on same plot. Short distance between submergent points (3m) due to unstable clay substrate and/or dredging.",45,1286.95288728,77.2509384155,29.5776997,547.3779907,55.7781982,802768.468170545,4646718.91009636,0,0.6,0
"2773",2772,7062,3,"8/20/2014","CMU",2014,10,"Excellent",0,"Dry","Cly/Slt",40,0,100,5,10,"percent_cover",0,0,0,0,75,0,0,75,"Monroe Dikes A","Monroe","D. Albert","E. Tuttle",1,0,165,6,33,69,"All transects: GPS seems to be inaccurate, perhaps due to thunderstorms and heavy rains throughout day - 4 m error on a pair of accidental points on same plot. Short distance between submergent points (3m) due to unstable clay substrate and/or dredging.",45,1288.25307154,77.2509384155,29.5776997,547.3779907,55.7781982,802772.022478809,4646709.60504802,0,0.75,0
"2774",2773,7062,3,"8/20/2014","CMU",2014,12,"Excellent",0,"Dry","Cly/Slt",25,20,80,0,0,"percent_cover",0,0,0,0,5,0,0,5,"Monroe Dikes A","Monroe","D. Albert","E. Tuttle",1,0,165,6,33,69,"All transects: GPS seems to be inaccurate, perhaps due to thunderstorms and heavy rains throughout day - 4 m error on a pair of accidental points on same plot. Short distance between submergent points (3m) due to unstable clay substrate and/or dredging.",45,1289.40109444,77.2509384155,29.5776997,547.3779907,55.7781982,802774.024696078,4646703.57144925,0,0.05,0
"2775",2774,7066,1,"9/11/2014","UWIN",2014,7,"Good",0,"Dry","Cly/Snd",10,8,92,1,35,"percent_cover",0,0,0,50,7,0,0,57,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,138,0,138,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,456.716258113,97.1827850342,36.4063988,696.0609741,101.5970001,803473.346099081,4647173.09064716,0,0.57,0
"2776",2775,7066,1,"9/11/2014","UWIN",2014,8,"Good",0,"Dry","Cly/Snd",9,60,40,2,100,"percent_cover",0,0,0,40,0,0,0,40,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,138,0,138,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,450.54171694,97.1827850342,36.4063988,696.0609741,101.5970001,803479.815571528,4647173.36707206,0,0.4,0
"2777",2776,7066,1,"9/11/2014","UWIN",2014,9,"Good",0,"Dry","Cly/Snd",10,0,100,7,35,"percent_cover",0,0,0,45,0,0,0,45,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,138,0,138,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,443.372301787,97.1827850342,36.4063988,696.0609741,101.5970001,803488.773499506,4647169.85592155,0,0.45,0
"2778",2777,7066,1,"9/11/2014","UWIN",2014,10,"Good",10,"V","Cly/Snd",12,0,100,10,30,"percent_cover",0,0,0,80,0,0,0,80,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,138,0,138,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,442.462557755,97.1827850342,36.4063988,696.0609741,101.5970001,803489.773548701,4647169.78739837,0,0.8,0
"2779",2778,7066,2,"9/11/2014","UWIN",2014,6,"Good",0,"Dry","Cly/Snd",9,0,110,10,100,"percent_cover",0,0,0,25,5,0,0,30,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,122,0,93,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,538.318954367,77.2509384155,29.5776997,547.3779907,55.7781982,803382.030921624,4647192.44177857,0,0.3,0
"2780",2779,7066,2,"9/11/2014","UWIN",2014,7,"Good",7,"V","Cly/Snd",10,0,100,2,90,"percent_cover",0,0,0,85,0,0,0,85,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,122,0,93,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,526.206670121,77.2509384155,29.5776997,547.3779907,55.7781982,803395.273274066,4647189.78105265,0,0.85,0
"2781",2780,7066,2,"9/11/2014","UWIN",2014,8,"Good",2,"V","Cly/Snd",10,19,81,5,55,"percent_cover",0,0,0,70,0,0,0,70,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,122,0,93,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,514.225120758,77.2509384155,29.5776997,547.3779907,55.7781982,803407.742994332,4647189.64619797,0,0.7,0
"2782",2781,7066,2,"9/11/2014","UWIN",2014,9,"Good",5,"V","Cly/Snd",11,24,76,1,90,"percent_cover",0,0,0,65,0,0,0,65,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,122,0,93,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,499.348997983,77.2509384155,29.5776997,547.3779907,55.7781982,803424.267536381,4647186.01318903,0,0.65,0
"2783",2782,7066,2,"9/11/2014","UWIN",2014,10,"Good",0,"Dry","Cly/Snd",10,0,145,3,95,"percent_cover",0,0,0,35,0,0,0,35,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,122,0,93,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,488.053363675,77.2509384155,29.5776997,547.3779907,55.7781982,803437.225600183,4647182.22784817,0,0.35,0
"2784",2783,7066,3,"9/11/2014","UWIN",2014,6,"Good",0,"Dry","Cly/Snd",21,0,100,3,95,"percent_cover",0,0,0,15,7,0,0,22,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,171,0,31,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,1289.6511522,77.2509384155,29.5776997,547.3779907,55.7781982,802772.607611638,4646705.62486466,0,0.22,0
"2785",2784,7066,3,"9/11/2014","UWIN",2014,8,"Good",0,"Dry","Cly/Snd",19,7,93,0,3,"percent_cover",0,0,0,90,0,0,0,90,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,171,0,31,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,1291.28436941,77.2509384155,29.5776997,547.3779907,55.7781982,802773.48418549,4646700.65582246,0,0.9,0
"2786",2785,7066,3,"9/11/2014","UWIN",2014,9,"Good",0,"Dry","Cly/Snd",13,45,55,5,85,"percent_cover",0,0,0,30,0,0,0,30,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,171,0,31,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,1290.5019047,77.2509384155,29.5776997,547.3779907,55.7781982,802775.74967493,4646698.19355467,0,0.3,0
"2787",2786,7066,3,"9/11/2014","UWIN",2014,10,"Good",0,"Dry","Cly/Snd",17,28,72,3,10,"percent_cover",0,0,0,35,0,0,0,35,"Monroe Dikes B","Monroe","C. Huebert","C. Huebert",1,0,171,0,31,0,"Trans#1: Species observed outside of T1 emergent quadrats: Bidens cernua, Bidens frondosa, Eupatorium maculatum, Schoenoplectus tabernaemontani, Trans#2: (No comments), Trans#3: (No comments)",45,1291.72213127,77.2509384155,29.5776997,547.3779907,55.7781982,802775.415405852,4646696.28799909,0,0.35,0
"2788",2787,7069,1,"7/7/2017","CMU",2017,6,"Excellent",70,"NV","Cly/Slt",85,0,100,0,90,"percent_cover",0,0,0,10,0,0,0,10,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,70,12,42,12,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6453.12197616,0,0,0,0,572935.286912832,4738677.7415674,0,0.1,0
"2789",2788,7069,1,"7/7/2017","CMU",2017,7,"Excellent",98,"NV","Cly/Slt",172,0,100,10,80,"percent_cover",0,0,0,35,0,0,0,35,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,70,12,42,12,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6461.45439441,0,0,0,0,572943.624613638,4738678.16293174,0,0.35,0
"2790",2789,7069,1,"7/7/2017","CMU",2017,9,"Excellent",120,"NV","Cly/Slt",180,0,100,5,50,"percent_cover",0,0,0,50,0,0,0,50,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,70,12,42,12,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6473.58366415,0,0,0,0,572953.744035097,4738695.7060629,0,0.5,0
"2791",2790,7069,1,"7/7/2017","CMU",2017,10,"Excellent",100,"NV","Cly/Slt",150,0,100,5,80,"percent_cover",0,0,0,5,0,0,0,5,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,70,12,42,12,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6480.48922987,0,0,0,0,572959.26207483,4738707.53657467,0,0.05,0
"2792",2791,7069,2,"7/7/2017","CMU",2017,6,"Excellent",135,"NV","Cly/Slt",35,0,100,0,60,"percent_cover",0,0,0,65,0,0,0,65,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,20,4,44,3,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6578.46842039,0,0,0,0,573063.649864283,4738658.44366017,0,0.65,0
"2793",2792,7069,2,"7/7/2017","CMU",2017,7,"Excellent",95,"NV","Cly/Slt",60,0,100,15,100,"percent_cover",0,0,0,50,0,0,0,50,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,20,4,44,3,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6575.82250861,0,0,0,0,573061.85017465,4738650.76159885,0,0.5,0
"2794",2793,7069,2,"7/7/2017","CMU",2017,8,"Excellent",80,"NV","Cly/Slt",35,0,100,5,100,"percent_cover",0,0,0,40,0,0,0,40,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,20,4,44,3,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6572.5034514,0,0,0,0,573059.218591517,4738644.403419,0,0.4,0
"2795",2794,7069,2,"7/7/2017","CMU",2017,9,"Excellent",75,"NV","Cly/Slt",35,0,100,30,100,"percent_cover",0,0,0,65,0,0,0,65,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,20,4,44,3,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6567.96827497,0,0,0,0,573054.907932082,4738642.1365932,0,0.65,0
"2796",2795,7069,2,"7/7/2017","CMU",2017,10,"Excellent",70,"NV","Cly/Slt",50,0,100,1,100,"percent_cover",0,0,0,45,0,0,0,45,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,20,4,44,3,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6561.6976155,0,0,0,0,573048.792290349,4738640.40593894,0,0.45,0
"2797",2796,7069,3,"7/7/2017","CMU",2017,1,"Excellent",15,"V","Cly/Slt",10,37,63,0,85,"percent_cover",0,0,0,20,0,0,0,20,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,61,3,60,14,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6608.51091282,0,0,0,0,573101.634124207,4738585.65907463,0,0.2,0
"2798",2797,7069,3,"7/7/2017","CMU",2017,6,"Excellent",78,"NV","Cly/Slt",120,0,100,10,90,"percent_cover",0,0,0,65,0,0,0,65,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,61,3,60,14,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6609.36704682,0,0,0,0,573101.351677159,4738596.87292613,0,0.65,0
"2799",2798,7069,3,"7/7/2017","CMU",2017,7,"Excellent",105,"NV","Cly/Slt",125,0,100,5,80,"percent_cover",0,0,0,40,0,0,0,40,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,61,3,60,14,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6618.43919863,0,0,0,0,573109.241100368,4738608.72869847,0,0.4,0
"2800",2799,7069,3,"7/7/2017","CMU",2017,8,"Excellent",100,"NV","Cly/Slt",100,0,100,15,90,"percent_cover",0,0,0,75,0,0,0,75,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,61,3,60,14,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6625.82931518,0,0,0,0,573115.775601394,4738617.23837805,0,0.75,0
"2801",2800,7069,3,"7/7/2017","CMU",2017,9,"Excellent",85,"NV","Cly/Slt",110,0,100,5,60,"percent_cover",0,0,0,90,0,0,0,90,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,61,3,60,14,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6632.21946358,0,0,0,0,573121.332290234,4738625.40452228,0,0.9,0
"2802",2801,7069,3,"7/7/2017","CMU",2017,10,"Excellent",95,"NV","Cly/Slt",47,0,100,0,100,"percent_cover",0,0,0,30,0,0,0,30,"BENCHMARK: Macatawa River Wetland","Ottawa","J. Dybiec","M. Sand",1,0,61,3,60,14,"T.2. Wet meadow a man made rocky shore (narrow sampled), Bridge in path for pt.5, Submergent narrow sampled, T.3. Wet meadow narrow sampled",90,6643.34832292,0,0,0,0,573131.08721214,4738638.72385559,0,0.3,0
